,renda_mensal,quantidade_de_cheques_sem_fundo,valor_dos_restritivos,quantidade_de_protestos,valor_dos_protestos,modelo_score_1,modelo_score_2,modelo_score_3,modelo_score_4,id_do_cliente,tipo_de_score,compromentimento_da_renda,response
5097,0.07342496079697444,0,321.93793103448274,0.0,0.0,250,222,266,666,465006154,1,100,MAU
2580,0.0714878701226824,0,0.0,0.0,0.0,311,623,534,695,997580705,2,25,BOM
260,0.045414014697291144,0,0.0,0.0,0.0,632,647,394,774,289998235,3,25,BOM
6781,0.015219998155151737,0,0.0,0.0,0.0,747,747,718,789,286222838,4,25,BOM
5468,0.006549211327368319,0,0.0,0.0,0.0,253,606,248,598,683857393,1,25,MAU
3977,0.1034037450419703,0,0.0,0.0,0.0,209,576,345,656,278184896,1,25,BOM
2834,0.07536205147126648,0,17.372413793103448,0.0,0.0,25,222,156,620,600067937,1,100,BOM
4014,0.0051655751314454365,0,0.0,0.0,0.0,335,590,279,701,676915534,2,25,BOM
6224,0.0714878701226824,0,0.0,0.0,0.0,433,617,480,734,579973082,2,25,BOM
8001,0.0714571226516619,0,0.0,0.0,0.0,483,667,499,750,604939417,2,25,BOM
2592,0.04169357070380961,0,0.0,0.0,0.0,807,687,737,936,1012682293,4,25,BOM
3019,0.07151861759370291,0,0.0,0.0,0.0,536,693,650,769,403990867,3,25,BOM
1865,0.09968330104848876,0,0.0,0.0,0.0,817,701,856,792,1213143695,4,25,BOM
1564,0.010331150262890873,0,1.986206896551724,0.0,0.0,122,218,196,482,1017066625,1,25,BOM
1796,0.005073332718383915,1,0.0,0.0,0.0,365,523,667,714,499593662,2,25,BOM
7799,0.013897856901269871,0,0.0,2.0,16155.0,247,635,451,658,271121250,1,25,BOM
7767,0.0031977369861328903,0,3.1517241379310343,1.0,671.0,74,223,211,464,151891777,1,50,BOM
9447,0.07536205147126648,0,1.0344827586206897,0.0,0.0,61,537,188,584,304490888,1,25,BOM
145,0.09952956369338621,0,0.0,0.0,0.0,819,654,688,806,1084901984,4,25,BOM
701,0.04150908587768656,0,0.0,0.0,0.0,457,678,584,756,1109990106,2,25,MAU
8537,0.1034037450419703,0,45.765517241379314,0.0,0.0,28,152,211,608,173204502,1,100,BOM
9653,0.009562463487378159,0,0.0,0.0,0.0,582,596,540,752,1052141281,3,25,BOM
6910,0.07536205147126648,0,0.0,0.0,0.0,559,658,566,706,1020842022,3,25,BOM
5100,0.07151861759370291,0,0.0,0.0,0.0,812,730,821,823,563410050,4,25,BOM
5270,0.041601328290748085,0,0.0,0.0,0.0,361,645,509,752,910137639,2,25,BOM
5741,0.1074009162746364,0,0.0,0.0,0.0,704,638,443,713,994779604,4,25,BOM
3328,0.009316483719214091,0,15.758620689655173,0.0,0.0,147,241,266,572,743045875,1,100,BOM
1659,0.011468806690649695,0,0.0,0.0,0.0,605,642,595,716,715887374,3,25,BOM
5583,0.08145005073332719,0,0.0,0.0,0.0,695,666,669,781,577050194,3,25,MAU
762,0.04157058081972757,0,1.703448275862069,0.0,0.0,89,275,203,652,991004207,1,25,BOM
4457,0.07536205147126648,0,0.0,0.0,0.0,595,642,575,680,96965840,3,25,BOM
9797,0.09956031116440674,0,0.0,0.0,0.0,576,627,732,708,74922393,3,25,BOM
8692,0.010730867386157486,0,0.0,0.0,0.0,177,626,202,544,384626734,1,25,BOM
1850,0.07536205147126648,0,2.56551724137931,0.0,0.0,250,248,329,668,1137270394,1,25,MAU
1994,0.07536205147126648,0,0.0,0.0,0.0,567,619,425,731,828296775,3,25,BOM
5237,0.013897856901269871,0,0.0,0.0,0.0,846,730,773,775,376101644,4,25,BOM
5955,0.012298988408203426,0,0.0,0.0,0.0,825,690,677,782,194395440,4,25,BOM
7126,0.0714878701226824,0,0.0,0.0,0.0,936,728,804,889,285370329,4,25,BOM
7651,0.06171017433816069,0,0.0,0.0,0.0,637,625,690,829,61404036,3,25,BOM
2780,0.0714571226516619,0,20.46896551724138,0.0,0.0,44,208,266,547,483152417,1,100,MAU
6605,0.0038434338775635707,0,0.0,0.0,0.0,372,656,318,549,97696562,2,25,BOM
6094,0.07536205147126648,0,0.0,0.0,0.0,491,601,475,642,583383118,2,25,BOM
7188,0.0736094456230975,0,0.0,0.0,0.0,738,619,691,836,857525655,4,25,BOM
8783,0.015219998155151737,0,0.0,0.0,0.0,361,638,533,582,1161627794,2,25,BOM
7174,0.09956031116440674,0,0.0,0.0,0.0,879,669,878,784,1093061713,4,25,BOM
9617,0.1034037450419703,0,35.98620689655172,0.0,0.0,158,204,219,647,750474882,1,100,BOM
1194,0.004027918703686621,0,0.0,0.0,0.0,449,595,360,668,38142719,2,25,BOM
2837,0.0998370384035913,0,0.0,0.0,0.0,999,703,875,873,806496902,4,25,BOM
3668,0.0998062909325708,0,11.620689655172415,0.0,0.0,30,213,258,533,825130313,1,100,MAU
5157,0.04083264151523537,0,0.593103448275862,0.0,0.0,237,246,250,707,455750342,1,25,BOM
6392,0.1034037450419703,0,0.0,0.0,0.0,746,630,644,734,593613226,4,25,MAU
7109,0.07154936506472342,0,0.0,0.0,0.0,511,648,661,750,1100856081,3,25,BOM
898,0.07536205147126648,0,51.820689655172416,0.0,0.0,2,210,133,551,86126797,1,100,BOM
6627,0.07536205147126648,0,63.213793103448275,0.0,0.0,130,209,227,650,568890465,1,100,BOM
2999,0.0714878701226824,0,0.0,0.0,0.0,586,667,498,749,166384430,3,25,BOM
2664,0.07536205147126648,0,0.0,0.0,0.0,413,621,521,653,155788961,2,25,BOM
8877,0.00830181717553731,0,1.0413793103448277,0.0,0.0,69,242,250,558,1155051296,1,25,BOM
2507,0.0420010454140147,0,0.0,0.0,0.0,652,630,640,842,1123508463,3,25,BOM
9847,0.02702702702702703,0,3.6413793103448278,0.0,0.0,258,239,352,681,986741662,1,50,BOM
2162,0.07536205147126648,0,0.0,0.0,0.0,204,649,470,625,334694064,1,25,BOM
4437,0.07536205147126648,0,0.0,0.0,0.0,756,647,703,685,843033002,4,25,MAU
7385,0.011837776342895796,0,5.682758620689655,0.0,0.0,140,222,258,737,1042032960,1,100,BOM
2411,0.007717615226147646,0,2.0620689655172413,0.0,0.0,2,223,141,498,1118880557,1,50,BOM
3908,0.04153983334870706,0,0.0,0.0,0.0,343,533,283,655,116086399,2,25,BOM
1668,0.0714878701226824,0,0.0,0.0,0.0,918,670,712,825,1063589259,4,25,BOM
2273,0.07776035421086615,1,0.0,0.0,0.0,421,523,775,765,714182356,2,25,BOM
9955,0.011099837038403587,0,0.0,0.0,0.0,721,698,794,789,358198955,4,25,BOM
7611,0.005411554899609504,0,0.0,3.0,2472.0,248,618,534,669,425303592,1,25,BOM
4706,0.008148079820434771,0,0.0,0.0,0.0,529,658,469,655,87953602,3,25,MAU
4670,0.01214525105310088,0,0.0,0.0,0.0,359,613,586,625,961775327,2,25,BOM
7484,0.09608584693908927,1,0.0,1.0,15000.0,371,550,554,712,1215701222,2,25,BOM
9132,0.045414014697291144,0,0.0,0.0,0.0,718,594,357,708,527970033,4,25,BOM
9623,0.04153983334870706,0,0.0,0.0,0.0,747,712,627,736,148481741,4,25,BOM
3447,0.0009224241306152528,0,0.0,0.0,0.0,557,680,694,669,596170753,3,25,BOM
7798,0.004058666174707126,0,0.0,0.0,0.0,482,631,381,679,359173251,2,25,BOM
2862,0.09956031116440674,0,0.0,0.0,0.0,919,721,856,873,488632832,4,25,BOM
3598,0.07536205147126648,0,717.8206896551724,1.0,27740.0,182,221,227,720,1035456462,1,100,BOM
5166,0.0714878701226824,0,0.0,0.0,0.0,465,634,335,744,881030546,2,25,BOM
6221,0.01561971527841835,0,33.43448275862069,2.0,6520.0,136,209,243,465,539783372,1,100,BOM
5515,0.10368047228115486,0,0.0,0.0,0.0,705,659,616,742,402285849,4,25,BOM
1973,0.07151861759370291,0,42.51034482758621,0.0,0.0,44,236,258,619,1054577021,1,100,BOM
5554,0.11139808750730253,0,0.0,0.0,0.0,790,689,763,871,1079177995,4,25,BOM
5700,0.06524613350551917,0,0.0,0.0,0.0,920,718,757,925,459038591,4,25,BOM
4805,0.07151861759370291,0,0.0,0.0,0.0,392,665,493,702,1030584982,2,25,BOM
1777,0.0718568397749285,0,0.0,0.0,0.0,961,753,853,839,33758387,4,25,BOM
6463,0.012483473234326477,0,0.0,0.0,0.0,221,536,263,467,837917948,1,25,MAU
3646,0.0038434338775635707,0,0.9103448275862069,0.0,0.0,174,502,235,642,184043545,1,25,MAU
7344,0.07536205147126648,0,0.0,0.0,0.0,356,600,295,667,528213607,2,25,BOM
8891,0.0031054945730713615,0,2.1448275862068966,0.0,0.0,67,228,227,537,567672595,1,50,BOM
6006,0.011930018755957318,0,0.0,1.0,804.0,290,671,577,711,342732006,1,25,BOM
432,0.002921009746948311,0,0.0,0.0,0.0,532,600,334,686,875428344,3,25,BOM
7550,0.07536205147126648,0,0.0,0.0,0.0,292,641,408,682,599946150,1,25,BOM
6519,0.09550164498969958,0,0.0,0.0,0.0,564,632,317,746,759852481,3,25,BOM
3242,0.09952956369338621,0,0.0,0.0,0.0,612,712,756,907,118400352,3,25,BOM
5747,0.004243151000830184,0,0.0,2.0,954.0,143,636,368,625,812951613,1,25,BOM
2208,0.1034037450419703,0,156.0344827586207,0.0,0.0,203,246,305,700,920367747,1,100,BOM
3993,0.09940657380930419,0,0.0,0.0,0.0,995,745,799,900,663153603,4,25,BOM
4344,0.10752390615871844,0,0.0,0.0,0.0,991,717,768,807,1033020722,4,25,BOM
627,0.07161086000676443,0,0.0,0.0,0.0,681,673,547,743,401555127,3,25,BOM
6252,0.0114995541616702,0,0.0,0.0,0.0,307,567,283,702,147994593,2,25,MAU
195,0.002951757217968823,0,0.0,0.0,0.0,759,609,719,816,39604163,4,25,BOM
1896,0.0039049288196045875,0,0.0,1.0,281.0,245,239,297,706,360756482,1,25,MAU
290,0.010085170494726806,0,6.731034482758621,0.0,0.0,70,235,188,560,1060301010,1,100,MAU
5664,0.07536205147126648,0,0.0,0.0,0.0,841,728,828,809,1135808950,4,25,BOM
2575,0.1034037450419703,0,15.448275862068966,0.0,0.0,140,221,266,607,706996923,1,100,MAU
9594,0.07342496079697444,0,0.0,0.0,0.0,598,620,577,760,840110114,3,25,BOM
839,0.1034037450419703,0,9.620689655172415,0.0,0.0,137,214,243,584,966159659,1,75,MAU
8943,0.07151861759370291,0,0.0,0.0,0.0,847,762,852,816,653288856,4,25,BOM
2370,0.0714571226516619,0,0.0,0.0,0.0,660,663,642,785,260160420,3,25,BOM
2062,0.09774621037419672,0,21.44137931034483,0.0,0.0,275,236,282,658,22310409,1,100,BOM
2222,0.09537865510561756,0,0.0,0.0,0.0,943,697,874,927,56045408,4,25,BOM
3376,0.0009224241306152528,0,0.0,0.0,0.0,366,654,493,666,313624913,2,25,BOM
8199,0.008271069704516805,0,0.0,0.0,0.0,675,680,678,715,1067486443,3,25,BOM
8695,0.010761614857177998,0,9.482758620689655,0.0,0.0,3,256,148,511,143488474,1,100,BOM
5021,0.09949881622236571,0,2.179310344827586,1.0,101.0,270,239,337,657,494113247,1,25,BOM
4868,0.07173384989084647,0,0.0,0.0,0.0,838,644,623,794,573031223,4,25,MAU
856,0.09949881622236571,0,0.0,0.0,0.0,672,620,600,833,95504396,3,25,BOM
9234,0.003781938935522554,0,0.0,0.0,0.0,784,680,638,704,241405222,4,25,BOM
5186,0.025950865541309223,0,4.531034482758621,0.0,0.0,161,216,180,545,478524511,1,75,BOM
716,0.07158011253574394,0,0.0,0.0,0.0,519,715,594,784,154205730,3,25,BOM
8634,0.10764689604280046,0,0.0,0.0,0.0,672,604,540,738,201093725,3,25,BOM
4346,0.07536205147126648,0,0.0,0.0,0.0,573,617,444,675,1092330991,3,25,BOM
7313,0.002490545152661193,0,1.1517241379310346,1.0,4369.0,219,214,313,533,1051532346,1,25,BOM
3060,0.014851028502905636,0,0.0,0.0,0.0,720,665,626,712,538078354,4,25,BOM
7411,0.006948928450634932,0,0.0,0.0,0.0,406,679,535,702,640379434,2,25,BOM
9573,0.03505211696337976,0,0.0,0.0,0.0,574,613,355,821,867512189,3,25,BOM
6254,0.06942778956430833,0,0.0,0.0,0.0,211,213,243,660,1216431944,1,100,BOM
5432,0.002921009746948311,0,0.0,0.0,0.0,2,546,94,630,595318244,1,25,BOM
6496,0.041601328290748085,0,0.0,0.0,0.0,456,598,335,734,71025209,2,25,BOM
3258,0.10355748239707284,0,0.0,0.0,0.0,595,663,724,798,235315872,3,25,BOM
9683,0.0714571226516619,0,0.0,0.0,0.0,618,637,398,611,310336664,3,25,BOM
1766,0.06955077944839037,0,0.0,0.0,0.0,748,666,721,862,1049705541,4,25,BOM
963,0.07536205147126648,0,9.206896551724139,0.0,0.0,109,204,172,646,118887500,1,100,BOM
2012,0.011130584509424099,0,0.0,0.0,0.0,497,650,617,625,792978545,2,25,BOM
5424,0.012022261169018847,0,1.193103448275862,0.0,0.0,86,223,164,548,609932684,1,25,BOM
3805,0.07201057713003105,0,0.0,0.0,0.0,518,629,586,713,620162792,3,25,BOM
2181,0.0001229898840820337,0,0.0,0.0,0.0,366,654,525,651,182460314,2,25,BOM
7745,0.09965255357746826,0,0.0,0.0,0.0,565,660,613,755,1064076407,3,25,BOM
5703,0.07536205147126648,0,0.0,0.0,0.0,473,645,469,788,147020297,2,25,BOM
4115,0.06973526427451342,0,0.6137931034482759,0.0,0.0,201,253,250,759,826591757,1,25,BOM
8941,0.07151861759370291,0,0.0,0.0,0.0,580,624,560,740,549769906,3,25,BOM
2355,0.011253574393506133,0,0.0,0.0,0.0,556,666,779,783,181364231,3,25,BOM
7936,0.09568612981582265,0,0.0,0.0,0.0,915,710,833,815,1018771643,4,25,BOM
6914,0.09977554346155028,0,0.0,0.0,0.0,514,614,572,642,170525188,3,25,MAU
3277,0.07151861759370291,0,0.0,0.0,0.0,821,661,729,792,87831815,4,25,BOM
4957,0.045414014697291144,0,188.08275862068965,0.0,0.0,91,220,180,626,417509224,1,100,BOM
4279,0.07536205147126648,0,0.0,0.0,0.0,669,690,681,789,844007298,3,25,MAU
9299,0.07536205147126648,0,0.0,0.0,0.0,604,658,421,801,117669630,3,25,BOM
6859,0.0027980198628662772,0,0.0,0.0,0.0,633,706,716,737,578024490,3,25,BOM
2942,0.0714878701226824,0,31.66896551724138,0.0,0.0,57,215,227,544,108535605,1,100,BOM
7297,0.09162746364111551,0,285.5655172413793,0.0,0.0,180,223,274,630,943385490,1,100,BOM
775,0.07536205147126648,0,4.310344827586207,0.0,0.0,47,226,250,626,1041180451,1,75,BOM
5982,0.045414014697291144,1,6.275862068965517,0.0,0.0,70,213,243,657,663031816,1,75,BOM
3918,0.09949881622236571,0,0.0,0.0,0.0,798,689,856,837,143610261,4,25,BOM
2994,0.0005842019493896636,0,0.0,0.0,0.0,531,660,748,673,313990274,3,25,BOM
5326,0.0714571226516619,0,0.0,0.0,0.0,653,598,583,643,333841555,3,25,BOM
5727,0.09952956369338621,0,0.0,0.0,0.0,837,702,884,757,729649305,4,25,BOM
6330,0.12268240937182916,0,0.0,0.0,0.0,813,616,769,866,101837320,4,25,BOM
1310,0.06552286074470375,0,0.0,0.0,0.0,571,615,608,766,463057562,3,25,BOM
2933,0.08351013129170125,0,0.0,0.0,0.0,606,659,603,661,521028174,3,25,BOM
1144,0.014389816437598006,0,4.524137931034483,0.0,0.0,22,245,156,549,635386167,1,75,MAU
2656,0.0031977369861328903,0,5.841379310344828,0.0,0.0,250,230,266,638,124246128,1,75,BOM
7195,0.014881775973926141,0,0.0,0.0,0.0,949,773,889,874,78819577,4,25,BOM
7370,0.012329735879223931,0,3.317241379310345,0.0,0.0,193,245,266,636,222406450,1,25,MAU
4801,0.11139808750730253,0,5.482758620689655,0.0,0.0,293,278,329,730,616265608,1,25,MAU
3227,0.07154936506472342,0,0.0,0.0,0.0,695,672,835,847,318618180,3,25,BOM
4166,0.009470221074316637,0,18.44137931034483,0.0,0.0,220,222,290,643,907823686,1,100,BOM
4553,0.1034037450419703,0,0.0,0.0,0.0,859,628,762,794,866172532,4,25,BOM
2732,0.0714878701226824,0,0.0,0.0,0.0,471,670,535,770,493991460,2,25,BOM
3035,0.07536205147126648,0,32.86896551724138,0.0,0.0,47,250,266,679,548917397,1,100,BOM
5327,0.03729668234787689,0,0.0,0.0,0.0,796,635,538,771,530283986,4,25,BOM
7136,0.005811272022876117,0,0.0,0.0,0.0,717,694,708,765,801016487,4,25,BOM
1294,0.04153983334870706,0,0.0,0.0,0.0,405,606,260,697,382190994,2,25,BOM
4851,0.07536205147126648,0,1.2551724137931035,0.0,0.0,117,222,235,624,1112669420,1,25,BOM
6886,0.07819081880515327,0,0.0,0.0,0.0,999,746,892,939,634655445,4,25,BOM
7268,0.007010423392675949,0,0.0,0.0,0.0,532,654,461,602,288780365,3,25,BOM
5325,0.1034037450419703,0,140.49655172413793,0.0,0.0,167,229,235,668,1130937470,1,100,BOM
6281,0.0031977369861328903,0,19.50344827586207,0.0,0.0,121,206,211,517,213150638,1,100,BOM
5465,0.09949881622236571,0,0.0,0.0,0.0,723,684,665,858,1204983966,4,25,BOM
8718,0.07536205147126648,0,0.0,0.0,0.0,408,576,200,661,471339078,2,25,BOM
4072,0.07151861759370291,0,14.041379310344828,0.0,0.0,12,193,164,495,1148109437,1,100,BOM
7047,0.014389816437598006,0,0.0,0.0,0.0,578,669,523,719,133014792,3,25,BOM
6986,0.1074009162746364,0,0.0,0.0,0.0,787,756,834,885,919758812,4,25,BOM
8090,0.09952956369338621,0,0.0,0.0,0.0,725,667,723,836,250173886,4,25,BOM
9637,0.0072256556898195115,0,0.0,0.0,0.0,250,565,253,619,78454216,1,25,BOM
5568,0.09537865510561756,0,0.0,0.0,0.0,556,666,593,721,961166392,3,25,BOM
4130,0.07151861759370291,0,0.0,0.0,0.0,293,569,233,600,1170883606,1,25,BOM
3455,0.07536205147126648,0,3.593103448275862,0.0,0.0,25,211,188,460,1161018859,1,50,MAU
1111,0.0714571226516619,0,6.620689655172414,0.0,0.0,70,260,203,588,383774225,1,75,MAU
743,0.09150447375703348,0,0.0,0.0,0.0,524,594,459,612,78576003,3,25,BOM
1193,0.0714878701226824,0,0.0,0.0,0.0,490,703,563,768,1151884834,2,25,BOM
4632,0.30292408449405034,0,157.94482758620688,0.0,0.0,199,237,266,668,1210464381,1,100,BOM
2504,0.07536205147126648,1,16.655172413793103,0.0,0.0,190,199,321,634,980530525,1,100,BOM
5950,0.005196322602465948,0,0.0,0.0,0.0,578,650,522,705,920002386,3,25,BOM
2250,0.0714878701226824,0,0.0,0.0,0.0,577,680,487,765,177588834,3,25,BOM
3848,0.07536205147126648,0,0.0,0.0,0.0,377,660,498,704,500811532,2,25,BOM
4622,0.006456968914306797,0,1.5862068965517242,0.0,0.0,174,249,266,612,678620552,1,25,BOM
9848,0.008855271653906462,0,0.0,0.0,0.0,667,659,701,723,1020720235,3,25,BOM
9857,0.002429050210620176,0,3.5172413793103448,0.0,0.0,258,235,243,644,435411913,1,50,BOM
5454,0.013129170125757157,0,2.889655172413793,0.0,0.0,39,282,180,586,406061246,1,75,MAU
5345,0.005227070073486453,0,0.0,0.0,0.0,326,603,206,649,1118515196,2,25,BOM
4746,0.07536205147126648,0,0.0,0.0,0.0,473,664,535,742,535886188,2,25,BOM
7104,0.0031977369861328903,0,0.0,0.0,0.0,592,673,722,704,490337850,3,25,BOM
2158,0.0023675552685791593,0,0.0,0.0,0.0,409,633,522,657,1182453371,2,25,BOM
7502,0.08347938382068075,0,0.8206896551724138,0.0,0.0,173,240,235,599,676793747,1,25,BOM
949,0.0697045168034929,0,43.58620689655172,0.0,0.0,117,204,235,579,499959023,1,100,BOM
865,0.08612366632844448,0,5.517241379310345,0.0,0.0,188,240,266,658,650365968,1,50,MAU
1357,0.07161086000676443,0,0.0,0.0,0.0,681,677,553,758,951058071,3,25,BOM
6313,0.07776035421086615,0,0.0,0.0,0.0,802,626,753,840,1102682886,4,25,BOM
1657,0.07536205147126648,1,1.4965517241379311,2.0,321.0,46,187,235,581,967133955,1,50,MAU
3582,0.009777695784521721,0,0.0,0.0,0.0,315,649,382,575,811124808,2,25,BOM
3937,0.015097008271069703,0,0.0,0.0,0.0,427,620,443,661,481325612,2,25,BOM
7677,0.0055960397257325545,0,0.0,1.0,185.0,212,626,546,620,782870224,1,25,BOM
4173,0.004796605479199335,0,0.0,0.0,0.0,376,596,228,514,1068826100,2,25,BOM
2080,0.07151861759370291,0,0.0,0.0,0.0,706,683,624,763,671556906,4,25,BOM
2348,0.07154936506472342,0,0.0,0.0,0.0,243,562,274,723,220823219,1,100,MAU
2211,0.0736094456230975,0,0.0,0.0,0.0,894,678,855,843,52148224,4,25,BOM
84,0.014605048734741569,0,0.0,0.0,0.0,387,586,345,657,1085876280,2,25,BOM
805,0.007779110168188663,0,6.7172413793103445,0.0,0.0,2,221,243,540,769960802,1,100,BOM
1559,0.0714571226516619,0,4.655172413793103,0.0,0.0,121,206,196,552,715156652,1,50,BOM
9397,0.09165821111213603,0,0.0,0.0,0.0,790,670,812,849,361974352,4,25,BOM
4287,0.07536205147126648,0,5.3517241379310345,0.0,0.0,114,244,258,626,64083350,1,75,BOM
6670,0.07536205147126648,0,5.524137931034483,0.0,0.0,65,252,250,693,19874669,1,100,BOM
8622,0.07154936506472342,0,0.0,0.0,0.0,550,645,480,713,556468191,3,25,BOM
6128,0.007471635457983579,0,13.172413793103448,0.0,0.0,2,206,180,470,913060527,1,100,MAU
5402,0.07158011253574394,0,0.0,0.0,0.0,879,656,739,867,1103657182,4,25,BOM
8297,0.01340589736494173,0,0.0,0.0,0.0,578,689,717,740,752301687,3,25,BOM
3115,0.023491067859668542,0,0.0,0.0,0.0,770,684,811,796,290120022,4,25,BOM
9041,0.0714571226516619,0,0.0,0.0,0.0,808,620,594,709,519323156,4,25,MAU
8069,0.06979675921655444,0,41.01379310344828,0.0,0.0,223,283,329,628,134841597,1,100,MAU
6331,0.07536205147126648,0,0.0,0.0,0.0,720,640,619,785,1139340773,4,25,BOM
4790,0.0,0,0.0,0.0,0.0,766,722,755,816,294991502,4,25,BOM
7689,0.009254988777173075,0,1.0413793103448277,0.0,0.0,84,226,164,573,508484113,1,25,BOM
8437,0.09138148387295145,0,0.0,0.0,0.0,572,640,509,714,252609626,3,25,BOM
1826,0.06875134520185715,22,220.04827586206898,0.0,0.0,250,140,297,807,829880006,1,100,MAU
7866,0.008670786827783411,0,2.0689655172413794,0.0,0.0,157,261,282,609,809785151,1,50,BOM
183,0.08753804999538788,0,0.0,0.0,0.0,657,662,603,779,311676321,3,25,BOM
7822,0.07536205147126648,0,0.0,0.0,0.0,476,664,688,794,518105286,2,25,BOM
2200,0.10368047228115486,0,9.758620689655173,0.0,0.0,269,236,297,622,1057012761,1,75,MAU
4289,0.045414014697291144,0,0.0,0.0,0.0,620,647,507,695,735495081,3,25,MAU
1049,0.014205331611474956,0,0.0,0.0,0.0,246,626,433,539,977607637,1,25,BOM
8676,0.0014143836669433946,0,0.6,0.0,0.0,256,255,211,758,928162115,1,25,MAU
4638,0.07151861759370291,0,0.0,0.0,0.0,667,688,732,756,642084452,3,25,BOM
4203,0.07536205147126648,0,0.0,0.0,0.0,452,618,190,685,806984050,2,25,BOM
7588,0.09965255357746826,0,2.6758620689655173,0.0,0.0,195,548,258,668,532110791,1,25,BOM
7858,0.07151861759370291,0,2.7724137931034485,0.0,0.0,114,518,282,608,419701390,1,50,BOM
6707,0.0011376564277588153,0,0.0,0.0,0.0,418,660,596,746,1002695759,2,25,BOM
6767,0.004581373182055773,0,0.0,0.0,0.0,668,680,672,791,675088729,3,25,BOM
5771,0.07154936506472342,0,0.0,0.0,0.0,549,666,766,793,913547675,3,25,BOM
1513,0.003320726870214924,0,0.0,0.0,0.0,480,644,369,706,604574056,2,25,BOM
4968,0.09150447375703348,0,0.0,0.0,0.0,867,669,823,834,254436431,4,25,BOM
646,0.09553239246072011,0,2.806896551724138,0.0,0.0,211,266,305,653,115355677,1,50,BOM
1274,0.1034037450419703,0,11.558620689655172,0.0,0.0,117,204,227,582,421041047,1,100,MAU
3635,0.07745287950066107,0,32.6,0.0,0.0,128,217,243,642,792369610,1,100,MAU
1331,0.09537865510561756,0,0.0,0.0,0.0,324,523,186,603,425912527,2,25,MAU
5316,0.0014143836669433946,0,3.0413793103448277,1.0,629.0,151,243,243,680,370255868,1,25,MAU
1605,0.07188758724594901,0,1.0,0.0,0.0,267,257,258,705,470364782,1,25,BOM
6130,0.1034037450419703,0,0.0,0.0,0.0,666,676,638,799,27425463,3,25,BOM
7726,0.07154936506472342,0,0.0,0.0,0.0,350,610,377,696,766550766,2,25,MAU
2849,0.13882483165759618,0,0.0,0.0,0.0,709,656,498,800,23162918,4,25,BOM
8190,0.04153983334870706,0,0.0,0.0,0.0,688,686,673,807,239943778,3,25,BOM
2124,0.005534544783691538,0,1.2275862068965517,0.0,0.0,240,522,297,745,291216105,1,25,BOM
891,0.09989853334563233,0,0.0,0.0,0.0,808,681,819,850,533450448,4,25,BOM
7247,0.3050149125234449,0,0.0,0.0,0.0,774,671,690,898,286588199,4,25,BOM
147,0.0714878701226824,0,0.0,0.0,0.0,645,674,635,730,737930821,3,25,BOM
2470,0.07170310241982597,0,0.0,2.0,1016.0,261,672,786,773,667781509,1,25,BOM
1114,0.008517049472680872,0,4.275862068965517,0.0,0.0,177,230,282,627,105369143,1,50,BOM
6872,0.008824524182885957,0,0.0,0.0,0.0,837,685,693,791,449660992,4,25,BOM
8728,0.09971404851950925,0,0.0,0.0,0.0,730,649,597,724,709067302,4,25,BOM
4727,0.008855271653906462,0,0.0,0.0,0.0,363,636,392,597,1175633299,2,25,BOM
4771,0.0758232635365741,0,74.23448275862069,0.0,0.0,134,248,243,679,343584515,1,100,BOM
7640,0.0031977369861328903,0,0.0,0.0,0.0,104,604,301,540,1060909945,1,25,MAU
2465,0.07154936506472342,0,0.0,0.0,0.0,608,678,647,779,625399633,3,25,BOM
448,0.008424807059619344,0,0.0,0.0,0.0,499,660,605,628,236411955,2,25,BOM
2417,0.009992928081665284,0,0.0,0.0,0.0,500,651,408,740,203164104,3,25,BOM
1650,0.013559634720044275,0,0.0,0.0,0.0,1,1,1,1,134598023,1,25,BOM
8939,0.014174584140454444,0,0.0,0.0,0.0,579,666,606,732,33636600,3,25,BOM
7603,0.06976601174553393,0,0.0,0.0,0.0,406,557,256,601,697253963,2,25,BOM
3473,0.012852442886572578,0,0.0,0.0,0.0,591,663,681,735,486440666,3,25,BOM
5384,0.00418165605878916,0,0.06896551724137931,1.0,14221.0,290,249,227,600,457333573,1,25,BOM
4431,0.04157058081972757,0,6.627586206896551,0.0,0.0,300,244,313,609,848391630,2,75,BOM
5511,0.04153983334870706,6,0.0,0.0,0.0,314,475,237,665,219605349,2,25,BOM
2919,0.09968330104848876,0,0.0,0.0,0.0,885,698,854,840,50686780,4,25,BOM
1441,0.07560803123943055,0,0.0,0.0,0.0,694,721,612,822,840719049,3,25,BOM
4837,0.003351474341235429,0,0.0,0.0,0.0,415,648,284,632,1007445452,2,25,BOM
8493,0.012790947944531561,0,0.0,0.0,0.0,397,643,419,711,702247230,2,25,BOM
1739,0.014943270915967158,0,0.0,0.0,0.0,366,658,469,649,1106214709,2,25,BOM
433,0.07170310241982597,0,0.0,0.0,0.0,413,610,490,650,68711256,2,25,BOM
5656,0.0013836361959228827,0,0.0,0.0,0.0,881,713,843,886,143853835,4,25,BOM
4043,0.09949881622236571,0,2.586206896551724,0.0,0.0,253,249,250,742,768499358,1,25,BOM
8188,0.06807490083940596,3,14.317241379310344,0.0,0.0,350,147,321,648,758634611,2,50,BOM
2236,0.009285736248193587,0,28.675862068965518,1.0,851.0,201,205,297,552,51295715,1,100,BOM
