,renda_mensal,quantidade_de_cheques_sem_fundo,valor_dos_restritivos,quantidade_de_protestos,valor_dos_protestos,modelo_score_1,modelo_score_2,modelo_score_3,modelo_score_4,id_do_cliente,tipo_de_score,compromentimento_da_renda,response
1227,0.011253574393506133,0,17.889655172413793,0.0,0.0,206,236,243,547,365262601,1,100,MAU
8738,0.0876302924084494,0,0.0,0.0,0.0,683,636,611,832,308875220,3,25,BOM
9949,0.0051655751314454365,0,21.248275862068965,0.0,0.0,39,210,196,610,639039777,1,100,BOM
6085,0.0714571226516619,0,0.0,0.0,0.0,621,648,622,695,130091904,3,25,BOM
379,0.07536205147126648,0,0.0,0.0,0.0,503,632,335,727,252974987,3,25,BOM
784,0.1034037450419703,0,0.0,0.0,0.0,783,645,649,790,146533149,4,25,BOM
9471,0.08145005073332719,3,33.51034482758621,0.0,0.0,175,143,258,629,1197920320,1,100,MAU
3149,0.04157058081972757,0,0.0,0.0,0.0,605,594,651,802,393273611,3,25,MAU
9602,0.09162746364111551,0,32.6551724137931,0.0,0.0,191,211,227,675,1094279583,1,100,BOM
3584,9.224241306152181e-05,0,0.0,0.0,0.0,544,711,572,739,858621738,3,25,BOM
1131,0.008916766595947478,0,0.0,0.0,0.0,531,657,772,829,939610093,3,25,BOM
6877,0.009777695784521721,0,0.0,0.0,0.0,313,642,523,571,284030672,2,25,BOM
8013,0.000830181717553731,0,0.0,1.0,1407.0,371,654,660,737,76140263,2,25,BOM
5309,0.07536205147126648,0,0.0,0.0,0.0,504,666,605,710,728309648,3,25,BOM
1467,0.0019678381453125462,0,5.248275862068965,0.0,0.0,177,242,266,513,1067121082,1,25,BOM
7425,0.045414014697291144,2,20.33103448275862,0.0,0.0,2,105,196,599,124855063,1,100,MAU
219,0.07536205147126648,0,1.8758620689655172,0.0,0.0,162,233,219,597,1152615556,1,25,MAU
3901,0.04181656058789164,0,0.0,0.0,0.0,676,747,591,876,376588792,3,25,BOM
6984,0.04150908587768656,0,0.0,0.0,0.0,863,627,575,701,1128258156,4,25,BOM
4442,0.07536205147126648,0,0.0,0.0,0.0,473,667,469,727,1174415429,2,25,BOM
9518,0.0035359591673584864,0,2.8620689655172415,0.0,0.0,2,228,196,620,883222712,1,50,BOM
1506,0.09175045352519755,0,0.0,0.0,0.0,922,743,779,870,1015483394,4,25,BOM
6304,0.07536205147126648,0,0.0,0.0,0.0,463,615,450,751,1067608230,2,25,BOM
1247,0.029240844940503642,0,0.0,0.0,0.0,952,672,837,826,502638337,4,25,BOM
4477,0.045414014697291144,0,0.0,0.0,0.0,748,680,734,734,24867936,4,25,BOM
9112,0.00802508993635273,0,1.3103448275862069,0.0,0.0,121,222,227,561,938392223,1,25,MAU
9064,0.07342496079697444,0,17.186206896551724,0.0,0.0,274,223,297,747,796997516,1,100,BOM
9850,0.019309411800879375,0,0.0,0.0,0.0,629,648,609,650,1055794891,3,25,BOM
8639,0.0005842019493896636,0,0.0,0.0,0.0,600,641,650,771,1197676746,3,25,BOM
8750,0.07536205147126648,0,0.0,0.0,0.0,543,651,379,770,998920362,3,25,BOM
4373,0.07154936506472342,0,0.7379310344827587,0.0,0.0,250,250,321,708,88318963,1,25,BOM
620,0.07536205147126648,0,0.0,0.0,0.0,431,698,649,735,829636432,2,25,BOM
8733,0.032346339513575004,0,0.0,0.0,0.0,819,765,841,759,1145917271,4,25,BOM
4443,0.07948221258801463,0,0.0,0.0,0.0,759,724,848,723,898324300,4,25,BOM
1417,0.1034037450419703,0,0.0,0.0,0.0,738,737,763,848,773005477,4,25,BOM
5067,0.003382221812255941,0,6.220689655172414,0.0,0.0,222,222,290,692,950692710,1,75,MAU
6778,0.007440887986963074,0,0.0,0.0,0.0,506,628,343,714,12445662,3,25,BOM
8210,0.07151861759370291,0,0.0,0.0,0.0,594,687,705,782,547334166,3,25,BOM
8120,0.09153522122805399,0,0.0,0.0,0.0,638,685,836,734,897593578,3,25,BOM
986,0.04150908587768656,0,125.73793103448276,0.0,0.0,167,226,219,644,1014996246,1,100,MAU
7581,0.07536205147126648,0,1.8827586206896552,0.0,0.0,87,212,172,447,238725908,1,50,BOM
6390,0.0031977369861328903,0,0.0,0.0,0.0,436,625,490,677,1027418520,2,25,BOM
1641,0.07536205147126648,0,0.0,3.0,663.0,162,212,258,643,261987225,1,50,BOM
6332,0.07536205147126648,0,4.972413793103448,0.0,0.0,99,223,266,624,140443799,1,50,MAU
919,0.0714571226516619,0,0.0,0.0,0.0,416,617,414,544,319836050,2,25,BOM
7596,0.07151861759370291,0,0.0,0.0,0.0,441,670,600,752,294260780,2,25,BOM
2649,0.00162961596408695,0,0.0,0.0,0.0,416,628,329,641,186479285,2,25,BOM
7870,0.07536205147126648,0,0.0,0.0,0.0,739,683,734,756,1217406240,4,25,BOM
9347,0.0714878701226824,0,0.0,0.0,0.0,740,674,703,784,13907106,4,25,BOM
8189,0.06543061833164222,0,1.6206896551724137,0.0,0.0,174,229,258,619,1154564148,1,25,MAU
6319,0.1034037450419703,0,0.0,0.0,0.0,891,671,812,920,600433298,4,25,BOM
6633,0.006180241675122218,0,11.393103448275863,0.0,0.0,389,247,290,673,765576470,2,100,BOM
2644,0.01844848261230514,0,0.0,0.0,0.0,495,692,507,661,737321886,2,25,BOM
3408,0.11391938013098422,0,0.0,1.0,1048.0,379,655,664,688,745846976,2,25,BOM
2490,0.0714878701226824,0,0.0,0.0,0.0,471,649,469,746,1059448501,2,25,BOM
5151,0.06942778956430833,0,0.0,0.0,0.0,544,592,511,729,896375708,3,25,MAU
9923,0.0714571226516619,0,0.0,0.0,0.0,778,687,558,799,528944329,4,25,BOM
3005,0.0018755957322510244,0,0.0,0.0,0.0,668,668,641,691,780799845,3,25,BOM
3580,0.07536205147126648,3,2.179310344827586,0.0,0.0,88,129,196,691,865685384,1,50,BOM
7234,0.1034037450419703,0,0.0,0.0,0.0,742,669,577,714,40091311,4,25,BOM
7785,0.07536205147126648,0,0.0,0.0,0.0,368,677,408,833,292555762,2,25,BOM
9571,0.07154936506472342,0,0.0,0.0,0.0,657,703,675,810,666320065,3,25,BOM
8127,0.07161086000676443,0,0.0,0.0,0.0,734,694,769,811,582287035,4,25,BOM
6506,0.06976601174553393,0,0.0,0.0,0.0,465,633,327,827,1138610051,2,25,BOM
3405,0.019586139040063955,0,0.0,0.0,0.0,586,623,650,765,616752756,3,25,BOM
3887,0.003812686406543059,0,0.0,0.0,0.0,695,627,418,731,253705709,3,25,BOM
2416,0.07536205147126648,0,4.482758620689655,0.0,0.0,21,227,258,745,1136174311,1,100,BOM
9331,0.008855271653906462,0,8.393103448275863,0.0,0.0,114,234,235,543,917688433,1,100,BOM
2734,0.17516834240383727,0,0.5241379310344828,1.0,10341.0,147,204,243,619,263692243,1,100,BOM
9896,0.0714878701226824,0,0.0,0.0,0.0,727,665,550,772,996728196,4,25,BOM
7398,0.0001229898840820337,0,1.6620689655172414,0.0,0.0,284,261,258,707,8304904,1,25,BOM
3845,0.01405159425637241,0,0.0,0.0,0.0,402,613,332,693,84178205,2,25,BOM
940,0.0714571226516619,0,5.63448275862069,0.0,0.0,2,208,172,499,2702702,1,100,BOM
3699,0.07167235494880546,0,0.0,0.0,0.0,605,715,703,766,1142141874,3,25,BOM
4598,0.006764443624511882,0,0.38620689655172413,0.0,0.0,161,273,235,675,538809076,1,25,BOM
4961,0.07963594994311718,0,0.0,0.0,0.0,787,663,514,647,1164185321,4,25,BOM
6050,0.0714571226516619,0,0.0,0.0,0.0,519,673,535,727,955442403,3,25,BOM
4930,0.013498139778003258,0,0.0,0.0,0.0,640,643,642,758,1027174946,3,25,BOM
4467,0.07536205147126648,0,0.0,0.0,0.0,892,686,849,749,331162241,4,25,BOM
766,0.07342496079697444,0,31.882758620689657,0.0,0.0,117,209,266,484,484248500,1,100,BOM
2529,0.09949881622236571,0,0.0,0.0,0.0,393,622,463,653,513842741,2,25,BOM
5971,0.09949881622236571,0,0.0,0.0,0.0,404,604,435,659,786767408,2,25,BOM
5984,0.1074009162746364,7,26.413793103448278,1.0,283.0,220,113,290,676,237386251,1,100,BOM
4558,0.07342496079697444,0,245.35172413793103,0.0,0.0,253,249,305,863,852897749,1,100,BOM
4206,0.07536205147126648,0,0.0,0.0,0.0,951,699,817,751,1055916678,4,25,BOM
8331,0.07536205147126648,0,2.779310344827586,0.0,0.0,175,224,203,636,489972489,1,50,MAU
6623,0.0010146665436767816,0,0.0,0.0,0.0,487,676,617,673,553058155,2,25,BOM
8587,0.1034037450419703,0,0.8344827586206897,0.0,0.0,201,231,250,669,315451718,1,25,MAU
2925,0.0696430218614519,0,0.0,0.0,0.0,756,667,854,813,871409373,4,25,BOM
7777,0.09319558466316145,0,0.0,0.0,0.0,754,696,644,854,573274797,4,25,BOM
2279,0.045414014697291144,0,25.724137931034484,0.0,0.0,167,229,282,706,697984685,1,100,BOM
6983,0.006333979030224764,0,9.83448275862069,0.0,0.0,376,261,329,622,598606493,2,50,BOM
7763,0.0031669895151123784,0,0.0,0.0,0.0,596,667,581,686,1165037830,3,25,MAU
9264,0.10758540110075947,0,0.0,0.0,0.0,754,626,650,839,441623050,4,25,BOM
3964,0.07151861759370291,0,0.0,0.0,0.0,479,621,552,635,390837871,2,25,BOM
3121,0.012975432770654612,0,171.2,0.0,0.0,158,146,290,610,969326121,1,100,BOM
2368,0.07536205147126648,0,0.0,0.0,0.0,505,663,506,669,563897198,3,25,BOM
1142,0.07151861759370291,0,0.0,0.0,0.0,224,665,269,599,1150545177,1,25,BOM
3142,0.02026258340251514,0,0.0,0.0,0.0,956,727,875,825,1206567197,4,25,BOM
1075,0.07342496079697444,3,10.227586206896552,2.0,256.0,153,123,258,697,896741069,1,75,BOM
3549,0.07536205147126648,0,0.0,0.0,0.0,472,603,313,671,232027623,2,25,BOM
6391,0.09940657380930419,0,0.0,0.0,0.0,607,675,781,702,78210642,3,25,BOM
3771,0.00876302924084494,0,0.0,0.0,0.0,557,636,295,710,1088799168,3,25,MAU
6113,0.09537865510561756,0,0.0,0.0,0.0,606,655,598,692,650853116,3,25,BOM
9352,0.00857854441472189,0,16.30344827586207,0.0,0.0,182,212,313,675,995510326,1,100,BOM
194,0.07536205147126648,0,0.0,0.0,0.0,666,688,693,716,171134123,3,25,BOM
8097,0.1038342096362574,0,0.0,0.0,0.0,858,703,781,857,1019258791,4,25,BOM
2445,0.014728038618823602,0,0.0,0.0,0.0,699,642,592,637,1180261205,3,25,BOM
1715,0.013098422654736645,0,1.096551724137931,0.0,0.0,211,277,219,626,895766773,1,25,BOM
5290,0.1034037450419703,0,0.5862068965517241,0.0,0.0,241,240,274,691,1484832,1,25,BOM
2512,0.013836361959228854,0,0.0,0.0,0.0,557,650,613,544,1006471156,3,25,BOM
5634,0.0714878701226824,0,0.0,0.0,0.0,615,610,406,677,566089364,3,25,BOM
7522,0.07164160747778495,0,0.0,0.0,0.0,762,674,768,865,987350597,4,25,BOM
2040,0.07536205147126648,0,0.0,0.0,0.0,311,624,420,647,325438252,2,25,BOM
1255,0.0714571226516619,0,0.0,0.0,0.0,425,587,367,706,90145768,2,25,BOM
6103,0.006456968914306797,0,0.0,0.0,0.0,329,586,412,558,953006663,2,25,BOM
4250,0.09952956369338621,0,0.0,0.0,0.0,877,703,846,911,395709351,4,25,BOM
2112,0.0714878701226824,0,0.0,0.0,0.0,716,705,756,788,462570414,4,25,BOM
5537,0.04150908587768656,0,0.0,0.0,0.0,248,588,268,636,942532981,1,25,BOM
2069,0.07536205147126648,0,2.9034482758620688,0.0,0.0,92,532,180,536,915130906,1,50,MAU
6651,0.07536205147126648,0,0.0,0.0,0.0,902,778,822,814,1090138825,4,25,BOM
7620,0.045414014697291144,0,0.0,0.0,0.0,306,593,306,653,1201695717,2,25,BOM
5163,0.09593210958398672,0,0.0,0.0,0.0,597,631,499,712,274165925,3,25,BOM
6892,0.0416320757617686,0,0.0,0.0,0.0,859,697,828,864,1209124724,4,25,BOM
6046,0.014574301263721057,0,1.793103448275862,3.0,411.0,147,242,243,672,30348351,1,25,BOM
5808,0.09956031116440674,0,48.234482758620686,0.0,0.0,132,243,290,667,731232536,1,100,BOM
9285,0.09965255357746826,0,0.0,0.0,0.0,824,655,792,846,877620510,4,25,BOM
6742,0.09165821111213603,0,0.0,0.0,0.0,715,680,779,753,404965163,4,25,BOM
6754,0.07158011253574394,0,0.0,0.0,0.0,756,705,765,829,275992730,4,25,BOM
6586,0.07422439504350767,4,19.36551724137931,0.0,0.0,250,167,258,701,1153102704,1,100,MAU
8737,0.06942778956430833,0,0.0,0.0,0.0,495,594,412,545,358564316,2,25,BOM
4560,0.006026504320019679,0,0.0,0.0,0.0,647,651,485,592,508240539,3,25,BOM
9936,0.10349598745503182,0,0.0,0.0,0.0,683,679,789,733,81011743,3,25,BOM
5472,0.04150908587768656,0,15.075862068965517,0.0,0.0,69,186,219,560,821598490,1,100,MAU
6273,0.07342496079697444,0,175.6,1.0,24642.0,222,233,274,770,386575326,1,100,BOM
3403,0.1034037450419703,0,27.055172413793102,0.0,0.0,115,184,297,550,388402131,1,100,BOM
5639,0.1074009162746364,0,0.0,0.0,0.0,727,672,495,771,734398998,4,25,BOM
6940,0.07151861759370291,0,0.0,0.0,0.0,556,697,624,689,1007932600,3,25,BOM
9012,0.003781938935522554,0,0.0,0.0,0.0,590,646,562,664,440892328,3,25,BOM
7982,0.006149494204101713,0,0.0,0.0,0.0,987,696,863,852,1005984008,4,25,BOM
1201,0.09150447375703348,0,3.613793103448276,0.0,0.0,210,224,266,554,901856123,1,50,MAU
9023,0.045414014697291144,0,3.6344827586206896,0.0,0.0,114,262,219,608,37290210,1,75,BOM
2725,0.1074009162746364,0,3.8689655172413793,0.0,0.0,267,247,290,600,1030463195,1,25,BOM
8430,0.09138148387295145,0,0.0,0.0,0.0,540,649,560,856,458064295,3,25,MAU
8304,0.09949881622236571,0,103.02068965517242,6.0,3581.0,118,230,250,628,1203157161,1,100,MAU
2573,0.0022445653844971256,0,0.0,0.0,0.0,549,653,662,644,586184219,3,25,BOM
7237,0.003997171232666109,0,0.0,0.0,0.0,578,683,647,686,1061397093,3,25,BOM
3962,0.07536205147126648,0,0.0,0.0,0.0,620,635,597,707,675941238,3,25,BOM
7474,0.07745287950066107,0,0.0,0.0,0.0,553,587,611,678,479255233,3,25,MAU
9098,0.07536205147126648,0,0.0,0.0,0.0,446,614,663,690,949474840,2,25,BOM
3433,0.045414014697291144,0,582.5448275862069,0.0,0.0,64,221,188,659,1194144923,1,100,BOM
5877,0.00030747471020508427,0,0.0,0.0,0.0,518,722,566,616,1068947887,3,25,BOM
9738,0.0714878701226824,0,1.103448275862069,0.0,0.0,250,249,250,712,890408145,1,25,BOM
2757,0.006149494204101713,0,25.579310344827586,0.0,0.0,177,206,274,527,741584431,1,100,MAU
3288,0.0039356762906250925,0,0.0,0.0,0.0,529,667,766,698,836212930,3,25,BOM
2269,0.009531716016357654,0,0.0,0.0,0.0,366,650,469,599,404843376,2,25,BOM
2171,0.014266826553515972,0,0.7241379310344828,0.0,0.0,211,246,243,608,147142084,1,25,BOM
6099,0.10355748239707284,0,0.0,0.0,0.0,747,712,835,880,868851846,4,25,BOM
2088,0.07158011253574394,0,0.0,0.0,0.0,858,674,819,815,312163469,4,25,BOM
904,0.006241736617163235,0,0.0,0.0,0.0,367,592,436,792,943872638,2,25,BOM
4627,0.07154936506472342,0,1.5379310344827586,0.0,0.0,216,270,352,723,153109647,1,25,BOM
2737,0.07536205147126648,0,0.0,0.0,0.0,455,646,482,773,689824956,2,25,BOM
5459,0.07342496079697444,0,80.70344827586207,5.0,18749.0,128,260,290,600,217778544,1,100,MAU
8149,0.07536205147126648,1,9.875862068965517,0.0,0.0,167,250,305,654,1121925232,1,100,BOM
2558,0.10355748239707284,0,0.0,0.0,0.0,807,664,792,884,619188496,4,25,BOM
5613,0.0714571226516619,0,0.0,0.0,0.0,304,577,245,587,1130084961,2,25,BOM
6492,0.07151861759370291,0,0.0,0.0,0.0,729,663,632,790,914887332,4,25,BOM
6802,0.0714878701226824,0,0.0,0.0,0.0,708,669,636,809,237995186,4,25,BOM
469,0.09537865510561756,0,0.0,0.0,0.0,682,666,648,813,350526374,3,25,BOM
7601,0.012852442886572578,0,0.0,0.0,0.0,173,576,301,616,441257689,1,25,BOM
5532,0.008609291885742394,0,12.158620689655173,0.0,0.0,131,216,243,686,257846467,1,100,BOM
2922,0.04153983334870706,0,11.275862068965518,0.0,0.0,66,253,243,543,57872213,1,100,BOM
4327,0.07536205147126648,0,0.0,0.0,0.0,571,681,601,811,770935098,3,25,BOM
3626,0.0697045168034929,0,0.0,0.0,0.0,701,629,598,886,751570965,4,25,MAU
5179,0.045414014697291144,0,6.213793103448276,0.0,0.0,180,246,219,573,501907615,1,100,BOM
5671,0.002890262275927806,0,1.2620689655172415,0.0,0.0,233,294,305,810,909650491,1,25,BOM
6905,0.0714571226516619,0,0.0,0.0,0.0,642,698,824,717,1046539079,3,25,BOM
3333,0.009623958429419176,0,0.0,0.0,0.0,552,1,322,616,787985278,3,25,BOM
9175,0.005411554899609504,0,0.0,5.0,3092.0,204,642,660,657,843641937,1,25,BOM
6743,0.010792362328198503,15,0.0,0.0,0.0,287,440,611,675,1162845664,1,25,MAU
9281,0.007748362697168158,0,4.7172413793103445,0.0,0.0,91,220,243,456,650244181,1,75,BOM
4440,0.08750730252436736,0,0.0,0.0,0.0,513,627,559,700,838526883,3,25,BOM
7923,0.049534175814039294,0,0.0,0.0,0.0,805,672,859,992,991734929,4,25,BOM
6217,0.010638624973095964,0,0.0,0.0,0.0,433,656,456,688,375249135,2,25,BOM
192,3.074747102050496e-05,0,0.0,0.0,0.0,247,563,231,615,532597939,1,25,BOM
7565,0.003228484457153395,0,0.0,0.0,0.0,282,617,231,519,912573379,1,25,BOM
4995,0.013928604372290376,0,0.0,0.0,0.0,629,668,597,818,1153346278,3,25,BOM
8947,0.013682624604126309,0,0.0,0.0,0.0,633,670,565,685,1091478482,3,25,BOM
6111,0.04150908587768656,0,0.0,0.0,0.0,578,678,575,774,392177528,3,25,BOM
4146,0.07164160747778495,0,0.0,0.0,0.0,565,646,489,720,1098176767,3,25,BOM
9389,0.013344402422900713,0,3.3241379310344827,0.0,0.0,47,229,211,623,748891651,1,75,BOM
4077,0.0007071918334716973,0,8.26206896551724,0.0,0.0,157,222,180,698,1110599041,1,100,MAU
9240,0.01223749346616241,0,10.758620689655173,0.0,0.0,137,230,313,602,774223347,1,75,BOM
6772,0.07536205147126648,0,0.0,0.0,0.0,627,613,588,725,524803571,3,25,BOM
5088,0.004150908587768655,0,0.0,0.0,0.0,572,697,535,711,764115026,3,25,BOM
6855,0.07151861759370291,0,0.0,0.0,0.0,957,713,765,788,436995144,4,25,BOM
9229,0.0714571226516619,0,0.0,0.0,0.0,730,684,779,805,311432747,4,25,BOM
6669,0.06967376933247241,0,0.0,0.0,0.0,662,611,537,698,615169525,3,25,BOM
2216,0.0027980198628662772,0,0.0,0.0,0.0,620,624,691,718,527361098,3,25,BOM
5974,0.0714878701226824,0,0.0,0.0,0.0,575,678,719,673,373787691,3,25,BOM
6583,0.07151861759370291,0,0.0,0.0,0.0,286,624,221,642,632097918,1,25,BOM
9898,0.057559265750392025,0,0.0,0.0,0.0,388,651,499,790,947039100,2,25,BOM
2050,0.10358822986809334,0,0.0,0.0,0.0,831,771,870,878,485709944,4,25,BOM
1236,0.07161086000676443,0,0.0,0.0,0.0,843,660,754,847,1012195145,4,25,BOM
7086,0.003781938935522554,0,0.0,0.0,0.0,744,662,725,842,491190359,4,25,BOM
7743,0.09537865510561756,0,0.0,0.0,0.0,440,570,288,694,617970626,2,25,BOM
9787,0.013344402422900713,0,0.0,0.0,0.0,575,639,382,675,937174353,3,25,BOM
4361,0.01989361375026904,0,0.0,0.0,0.0,852,676,744,828,906118668,4,25,BOM
2600,0.07536205147126648,0,0.0,0.0,0.0,366,685,535,747,985280218,2,25,BOM
5705,0.08145005073332719,0,0.0,0.0,0.0,770,580,497,778,810637660,4,25,BOM
8036,0.07536205147126648,0,0.0,0.0,0.0,629,653,654,745,1002330398,3,25,BOM
519,0.06164867939611966,0,18.75862068965517,0.0,0.0,167,237,266,557,796145007,1,100,BOM
2620,0.07342496079697444,0,34.86896551724138,0.0,0.0,118,211,266,644,179415639,1,100,BOM
1346,0.0714878701226824,0,0.0,0.0,0.0,326,656,444,761,537712993,2,25,BOM
8010,0.005411554899609504,0,0.0,0.0,0.0,502,636,511,759,788837787,3,25,MAU
9092,0.07151861759370291,0,0.0,0.0,0.0,703,666,718,819,906240455,4,25,BOM
3528,0.07536205147126648,1,22.248275862068965,0.0,0.0,65,483,203,563,910624787,1,100,BOM
4310,0.07536205147126648,0,3.303448275862069,0.0,0.0,194,222,243,665,90632916,1,25,BOM
6308,0.004673615595117302,0,0.0,0.0,0.0,538,681,505,689,504708716,3,25,BOM
6788,0.013498139778003258,0,5.0344827586206895,0.0,0.0,87,240,235,520,716009161,1,100,BOM
8974,0.07151861759370291,0,0.5517241379310345,0.0,0.0,61,233,235,610,691895335,1,25,BOM
9105,0.07151861759370291,0,0.0,0.0,0.0,423,596,319,691,571447992,2,25,BOM
9666,0.015127755742090208,0,0.0,0.0,0.0,522,624,277,747,519932091,3,25,BOM
6848,0.01497401838698767,0,0.0,0.0,0.0,585,617,429,605,140322012,3,25,BOM
645,0.09150447375703348,0,0.0,0.0,0.0,411,582,594,753,390716084,2,25,BOM
3112,0.09171970605417704,0,0.0,0.0,0.0,728,691,777,902,671922267,4,25,BOM
4084,0.0001229898840820337,0,0.0,0.0,0.0,653,600,358,599,792004249,3,25,BOM
7966,0.07536205147126648,1,19.489655172413794,0.0,0.0,277,222,297,683,252244265,1,100,BOM
4307,0.004919595363281369,0,0.0,0.0,0.0,473,667,474,542,474870901,2,25,BOM
7114,0.04153983334870706,0,0.0,0.0,0.0,610,654,701,861,803817588,3,25,BOM
1709,0.0714878701226824,0,45.758620689655174,1.0,130.0,89,264,219,572,782383076,1,100,BOM
8882,0.004673615595117302,0,0.0,1.0,1509.0,226,652,432,581,233854428,1,25,BOM
7345,0.0067951910955323935,0,0.0,0.0,0.0,510,632,541,694,896010347,3,25,BOM
3928,0.045414014697291144,0,81.79310344827586,0.0,0.0,24,188,141,559,577415555,1,100,BOM
5737,0.10752390615871844,0,0.0,0.0,0.0,844,704,821,871,35950553,4,25,BOM
5691,0.000830181717553731,0,0.8689655172413793,0.0,0.0,61,255,235,579,720271706,1,25,BOM
9791,0.01534298803923377,0,0.0,0.0,0.0,596,674,347,711,697619324,3,25,BOM
177,0.0714571226516619,0,0.0,0.0,0.0,621,613,529,732,739270478,3,25,MAU
5863,0.008394059588598839,0,0.0,0.0,0.0,630,684,622,738,305343397,3,25,BOM
26,0.07154936506472342,0,0.0,0.0,0.0,470,625,282,712,525534293,2,25,BOM
9674,0.07536205147126648,0,0.0,0.0,0.0,697,659,639,748,1216675518,3,25,BOM
2774,0.1034037450419703,0,6.296551724137931,0.0,0.0,266,248,297,675,834995060,1,50,MAU
3722,0.06961227439043138,0,0.0,0.0,0.0,674,654,718,836,507509817,3,25,BOM
70,0.07536205147126648,0,17.427586206896553,0.0,0.0,141,242,188,654,14028893,1,100,BOM
6014,0.0714878701226824,0,1.7517241379310344,0.0,0.0,87,269,203,636,1015970542,1,50,BOM
7952,0.0714571226516619,0,4.931034482758621,0.0,0.0,164,200,235,690,278672044,1,75,MAU
6797,0.07536205147126648,0,0.0,0.0,0.0,758,677,740,782,253462135,4,25,BOM
160,0.006918180979614427,0,0.0,0.0,0.0,626,677,558,703,796632155,3,25,BOM
6567,0.07154936506472342,0,0.0,0.0,0.0,617,629,544,775,170281614,3,25,BOM
7422,0.02567413830212465,0,0.5448275862068965,0.0,0.0,216,251,266,711,608227666,1,25,MAU
3969,0.007071918334716966,0,0.0,0.0,0.0,525,662,496,750,1185985194,3,25,BOM
4818,0.07151861759370291,0,0.0,0.0,0.0,496,624,444,733,838892244,2,25,BOM
9861,0.091596716170095,0,0.0,0.0,0.0,472,598,474,679,556955339,2,25,MAU
7852,0.010761614857177998,0,0.0,1.0,754.0,238,649,550,639,1003426481,1,25,BOM
5421,0.07536205147126648,0,0.0,0.0,0.0,614,591,415,687,1114739799,3,25,BOM
7717,0.015127755742090208,0,0.0,0.0,0.0,447,633,424,669,767281488,2,25,BOM
2747,0.07151861759370291,0,0.0,0.0,0.0,608,642,584,709,758147463,3,25,BOM
411,0.0031054945730713615,0,0.0,0.0,0.0,390,600,370,649,185748563,2,25,BOM
4348,0.07536205147126648,0,0.0,0.0,0.0,327,622,240,684,651462051,2,25,BOM
9008,0.00015373735510253866,0,3.7103448275862068,0.0,0.0,83,209,282,563,945821230,1,50,BOM
4562,0.07536205147126648,0,0.0,0.0,0.0,567,588,594,666,511772362,3,25,MAU
4065,0.045414014697291144,0,0.0,0.0,0.0,479,605,406,734,697375750,2,25,MAU
637,0.007317898102881033,0,0.0,0.0,0.0,450,575,375,575,680447357,2,25,BOM
3003,0.005380807428588999,0,0.0,0.0,0.0,597,623,572,888,933398956,3,25,BOM
305,0.09940657380930419,0,0.0,0.0,0.0,441,608,419,747,167845874,2,25,BOM
989,0.01066937244411647,0,0.0,1.0,816.0,175,189,266,699,591786421,1,50,BOM
9970,0.0714878701226824,0,0.0,0.0,0.0,609,666,583,808,559391079,3,25,BOM
4573,0.003812686406543059,0,0.0,0.0,0.0,567,666,407,694,710528746,3,25,BOM
9032,0.07754512191372259,0,5.586206896551724,0.0,0.0,293,254,321,705,1144942975,1,25,MAU
8920,0.07536205147126648,0,0.0,0.0,0.0,650,606,419,692,1158704906,3,25,MAU
4201,0.003689696522461025,0,4.068965517241379,0.0,0.0,97,244,219,716,647686654,1,50,MAU
745,0.07158011253574394,0,0.0,0.0,0.0,619,662,708,718,105978078,3,25,BOM
1906,0.1034037450419703,0,6.124137931034483,0.0,0.0,293,228,282,656,1117419113,1,50,MAU
3603,0.11434984472527134,0,0.0,0.0,0.0,944,687,863,808,399850109,4,25,BOM
8335,0.18937367401531224,0,0.0,0.0,0.0,856,711,829,768,1054455234,4,25,BOM
7503,0.004519878240014756,0,0.0,0.0,0.0,579,639,417,739,734886146,3,25,BOM
4314,0.04150908587768656,0,32.57241379310345,0.0,0.0,250,221,266,648,347238125,1,100,BOM
8830,0.005411554899609504,0,0.0,0.0,0.0,726,658,741,833,992587438,4,25,BOM
5332,0.07536205147126648,0,0.0,0.0,0.0,515,677,600,741,71512357,3,25,BOM
9215,0.003781938935522554,0,5.813793103448276,0.0,0.0,42,240,235,519,672165841,1,100,BOM
4963,0.01359038219106478,0,20.572413793103447,0.0,0.0,201,206,258,573,229226522,1,100,BOM
8594,0.005780524551855612,0,0.0,0.0,0.0,557,660,608,699,1191222035,3,25,BOM
2726,0.09150447375703348,0,0.0,0.0,0.0,734,627,685,847,430418646,4,25,BOM
6540,0.012483473234326477,0,0.0,0.0,0.0,315,646,374,636,721246002,2,25,BOM
9373,0.10752390615871844,0,1515.4551724137932,0.0,0.0,198,259,329,701,1121316297,1,100,BOM
4149,0.07763736432678411,0,0.0,0.0,0.0,816,667,639,857,230566179,4,25,BOM
7302,0.045414014697291144,0,0.0,0.0,0.0,657,640,555,719,1192318118,3,25,BOM
2461,0.07536205147126648,0,19.427586206896553,0.0,0.0,227,232,329,608,1213874417,1,100,BOM
6002,0.020170340989453618,0,0.0,0.0,0.0,865,682,785,745,1130328535,4,25,BOM
3808,0.0009531716016357647,0,3.6344827586206896,0.0,0.0,22,221,188,475,1111938698,1,50,BOM
5973,0.07151861759370291,0,0.0,0.0,0.0,639,633,605,765,925848162,3,25,BOM
8726,0.014635796205762074,0,0.0,0.0,0.0,179,630,253,645,24380788,1,25,BOM
